,mat1_abssum,mat1_squaresum,mat2_abssum,mat2_squaresum
1390,728.987,22904.9,1189.98,67651.6
1391,741.629,23836.5,1469.16,95521.2
1392,783.378,27816.9,1419.66,94994
1393,854.595,31461.1,1408.73,97320.7
1394,733.384,24388.1,1378.08,87586.7
1395,880.892,33324.1,1541.52,112487
1396,852.879,28815.5,1305.81,84797
1397,811.034,26911.2,1263.24,78466
1398,738.857,23801.5,1453.32,93990.5
1399,832.037,29378.7,1650.45,119201
1400,866.984,31118.6,1497.87,106027
1401,712.512,23377.2,1241.46,72940.9
1402,676.851,21828.1,1517.7,98461.1
1403,660.682,19862.2,1768.14,120890
1404,896.891,31916.8,1264.23,83677.3
1405,749.283,23458.5,1670.13,115273
1406,804.401,27586.1,1398.87,92702.6
1407,819.814,29655.8,1361.18,91041.7
1408,752.46,25253.3,1567.17,106977
1409,670.299,19152,1475.1,91586.3
1410,812.782,30595.8,1638.56,119063
1411,943.133,36549.4,1472.13,108709
1412,909.177,34103.2,1255.17,84600.2
1413,776.506,26727.1,1327.59,84702.1
1414,779.345,25842.9,1507.77,101778
1415,730.4,24314.9,1442.41,93953.8
1416,802.075,28384.9,1500.84,103693
1417,624.392,18513.6,1592.91,102538
1418,677.191,21650.1,1438.47,90798.6
1419,750.488,24064.7,1542.42,103384
1420,768.82,25527.4,1485.01,98840.5
1421,798.906,28858.7,1233.38,77554.8
1422,712.357,24677.4,1271.16,77262.4
1423,789.682,27799.5,1503.81,103006
1424,900.937,32797.2,1638.56,121433
1425,783.849,26362.9,1442.43,95752.8
1426,696.299,22686.6,1596.87,107107
1427,689.595,21548.4,1596.87,105911
1428,911.767,32530.3,1801.03,136816
1429,695.256,23698.6,1546.38,103282
1430,876.145,31213.5,1496.91,105428
1431,740.46,26301.2,1353.17,86527.1
1432,733.436,23194.8,1398.82,88159.5
1433,645.887,20359.6,1426.59,88073.6
1434,756.355,24339.4,1467.18,96131.1
1435,674.208,21718.9,1504.82,96922.5
1436,750.795,24650.1,1296.9,79887.7
1437,836.785,28867.7,1622.61,115843
1438,964.527,39145.1,1324.42,96510
1439,831.193,30042.8,1663.2,121032
1440,681.648,21759.4,1392.93,86017.8
1441,584.647,17289.4,1654.29,107375
1442,801.257,26614.3,1484.01,100246
1443,651.067,20376.1,1449.36,90252.3
1444,654.035,20061.9,1637.46,108545
1445,718.66,25150.9,1692.9,118962
1446,633.797,19660.9,1394.86,84547
1447,641.338,19721.2,1737.45,118096
1448,810.349,28158.8,1494.93,102300
1449,525.307,14456.7,1281.06,68037.3
1450,647.213,18795.5,1434.51,87386.3
1451,755.296,25205.9,1178.1,68502.7
1452,711.467,21933.5,1354.32,82676.6
1453,722.102,22147.8,1356.3,82899
1454,612.791,18961.1,1634.49,107363
1455,907.415,33075,1557.33,113517
1456,855.836,30583.1,1304.71,86426.5
1457,755.771,26132.3,1598.94,110932
1458,867.333,32290.5,1898.82,146158
1459,979.122,37283.3,1405.66,102489
1460,693.287,22548.1,1397.88,87295.5
1461,817.021,29522.3,1608.84,114727
1462,689.917,21359.2,1259.28,72890.7
1463,848.202,30589.4,1394.86,94809
1464,835.555,29101.2,1335.51,88089.9
1465,792.967,26005,1190.78,70503.6
1466,887.821,31341.4,1200.69,76955.6
1467,643.263,18618.1,1219.68,66057.2
1468,657.506,18461.7,1267.2,70527.2
1469,639.039,17729.4,1519.65,94442
1470,766.494,25484.6,1583.01,108641
1471,695.587,21668.9,1517.7,98239.1
1472,819.699,27820.8,1628.55,115460
1473,765.097,24710.5,1422.63,91969.2
1474,744.427,22955.7,1670.13,114695
1475,807.774,28318,1372.14,90743.7
1476,718.997,24356.9,1424.61,92141.4
1477,676.1,20202.9,1565.19,101549
1478,846.007,32010.6,1608.75,117825
1479,797.121,27436.1,1469.16,99303.2
1480,654.511,21177.1,1640.43,110042
1481,762.054,25463.8,1498.9,100106
1482,759.363,24606.9,1693.89,118589
1483,731.318,24909.3,1510.79,100699
1484,609.981,19276,1405.8,85050.5
1485,838.488,28840.8,1683,121653
1486,960.585,35513.9,1424.55,102731
1487,663.134,21752.3,1459.26,92838.8
1488,761.182,25966,1377.03,88880.4
1489,791.846,27031.4,1430.55,95225.9
1490,853.725,30871.3,1613.8,116881
1491,796.143,27116.9,1529.55,105354
1492,686.601,21025.5,1535.49,99227.3
1493,653.549,19279.2,1384.02,82913.6
1494,702.059,23351.7,1573.11,105484
1495,770.585,24544.9,1566.24,105801
1496,775.897,26621.3,1512.72,102837
1497,783.075,26737.5,1433.52,95537.2
1498,710.004,21937.1,1297.89,76842.9
1499,716.339,23217.5,1531.53,101066
1500,767.361,25126.4,1604.79,110148
1501,706.437,22579.9,1335.51,81509.9
1502,683.904,22195.3,1499.85,97194.5
1503,615.103,17914.7,1187.01,62203.4
1504,894.193,31915.4,1516.68,108233
1505,886.428,31006.3,1277.1,84322.1
1506,781.873,27402.6,1258.29,78497.4
1507,859.289,30739.6,1634.71,118547
1508,871.657,30531.4,1486.99,104101
1509,757.257,25988,1758.24,126256
1510,759.997,28139.5,1504.8,103813
1511,917.597,36180.5,1388.8,100272
1512,720.087,23481.3,1419.66,90582
1513,839.249,29975,1555.29,110394
1514,702.161,22786.6,1508.76,98669.4
1515,593.643,16958.1,1426.59,84813.6
1516,803.127,27253.2,1396.89,92226.4
1517,777.312,26074.1,1483.02,99401.5
1518,810.063,29373.5,1431.54,97741
1519,828.505,28689.4,1529.55,106814
1520,801.257,28044.4,1609.74,113832
1521,695.415,21800.3,1462.23,92743.9
1522,722.227,23304.1,1657.26,113715
1523,781.716,25829.9,1404.77,91372.2
1524,726.771,22910,1288.86,76892.2
1525,741.681,26866.2,1443.4,96040.8
1526,798.578,28569.5,1124.93,66165
1527,899.348,33446,1255.32,84703.5
1528,812.635,28695.7,1713.69,124639
1529,888.331,32058.4,1911.99,147207
1530,791.933,27430.4,1487.97,101331
1531,684.457,22742.8,1468.17,94782.1
1532,830.984,28541,1353.33,89187.4
1533,769.69,26906.2,1580.19,109369
1534,868.125,30043.5,1260.13,81502.7
1535,826.919,29071.3,1616.67,115326
1536,628.427,18333.8,1458.27,89251.7
1537,732.526,24991.2,1715.67,121137
1538,715.36,23230,1259.14,74457.4
1539,659.869,20732,1645.38,109904
1540,750.715,25150.3,1388.97,89179.3
1541,741.318,24296.6,1318.68,81523.1
1542,741.057,24490,1440.45,93530.7
1543,661.127,20078.2,1601.82,105249
1544,764.643,24992.2,1426.59,92641.6
1545,725.463,23364.5,1258.29,74597.4
1546,826.427,29305.5,1535.49,107899
1547,757.477,24356,1332.45,82591
1548,868.044,31066.6,1538.46,109856
1549,786.819,26207,1137.51,65625.3
1550,768.084,25134.1,1553.31,105300
1551,794.501,27702.7,1651.32,117600
1552,572.633,18402.6,1644.39,107481
1553,710.133,22259.7,1464.21,93439
1554,729.359,24139.8,1603.89,109202
1555,781.477,24500.3,1427.58,92264.7
1556,712.923,23013.9,1349.29,83023.5
1557,748.138,24553.3,1423.62,92040.3
1558,701.928,21835.2,1632.51,109375
1559,810.665,28193.7,1619.84,114851
1560,809.135,28307.8,1494.9,102908
1561,811.713,27902.4,1472.13,99982.3
1562,788.152,27917,1439.46,96871.6
1563,642.037,18899.7,1701.81,113473
1564,746.139,24995.4,1362.24,86360.1
1565,902.346,32373,1306.8,88170.2
1566,815.179,27142,1271.16,79866.4
1567,835.021,29191.1,1323.53,86538
1568,820.286,28966,1716.66,124956
1569,817.161,30234.2,1236.19,78851.5
1570,824.179,27885.5,1332.54,86446.2
1571,784.829,25613.1,1566.24,106857
1572,773.458,25031.5,1453.32,95206.5
1573,797.223,27407,1566.18,108814
1574,836.389,29418.8,1275.85,82436.3
1575,955.746,35357.2,1236.51,84612.2
1576,823.729,28990.1,1624.69,116074
1577,797.281,27691.3,1471.14,99840.2
1578,755.575,26117.2,1460.24,97130.8
1579,612.95,19947.4,1713.69,116059
1580,795.509,29051.1,1550.34,108997
1581,687.239,22512.2,1663.2,113614
1582,703.785,22822.5,1577.07,105322
1583,786.661,26958.7,1143.45,66836.1
1584,660.588,20193.8,1276.11,73022.9
1585,707.778,21782.6,1378.08,85038.7
1586,775.394,26262.8,1568.16,108202
1587,706.472,21316.9,1425.6,88992.5
1588,806.739,28730.7,1265.08,80509.3
1589,714.556,22590.8,1410.75,88688
1590,818.521,28119.8,1393.87,92593.8
1591,785.105,26517,1655.28,116718
1592,740.194,24293.2,1336.5,83143.1
1593,725.835,23464.6,1294.92,78369.1
1594,709.28,24966.2,1461.24,96552.9
1595,766.286,25264.1,1300.86,80570.7
1596,790.129,26269,1102.61,62117.3
1597,855.394,29946.6,1242.14,79303.6
1598,782.017,29178.5,1328.58,87127.4
1599,839.742,27936.6,1666.17,118908
1600,817.449,28208,1476.09,101015
1601,726.908,22736.3,1705.77,117852
1602,722.037,23575.3,1386,87159.9
1603,657.347,20566.6,1382.04,83669.3
1604,728.89,23545.1,1627.56,111261
1605,853.593,31285.1,1363.23,92953.2
1606,772.767,27140.6,1616.67,113430
1607,779.263,27801.5,1516.74,104293
1608,785.104,27706.8,1484.01,101278
1609,789.602,28630.3,1430.55,96493.9
1610,723.435,24345.2,1283.04,78249.9
1611,656.739,19877.4,1675.22,111722
1612,723.71,24669.6,1544.4,104226
1613,772.857,25758.1,1407.74,91787.6
1614,782.585,27440.1,1512.72,104003
1615,628.629,18060.2,1425.6,85720.5
1616,779.493,25700.3,1298.88,80972.2
1617,670.586,21493.7,1490.94,95453.5
1618,762.493,26675.5,1602.81,111722
1619,776.663,28139.9,1498.88,103223
1620,735.159,25117.9,1608.84,110481
1621,650.211,18964.7,1653.3,108834
1622,626.003,19214.8,1510.74,95173.3
1623,757.615,23229.7,1452.33,93487.4
1624,706.65,23619.6,1202.67,69228.4
1625,780.283,26473,1670.13,118287
1626,690.495,23374.3,1449.36,93424.3
1627,724.561,26542.2,1545.39,106043
1628,720.265,21880,1358.28,83227.4
1629,826.893,29963.6,1486.99,103703
1630,762.655,26366,1674.23,118179
1631,633.495,19488.5,1489.95,93380.5
1632,637.853,17878.4,1481.04,90857.4
1633,934.771,34013.3,1710.72,129751
1634,722.601,22597.3,1615.68,108695
1635,785.922,27088.5,1179.88,70342.1
1636,744.055,24453.1,1376.1,87088.4
1637,715.768,21614.9,1540.44,100556
1638,694.035,21880.4,1482.03,95414.5
1639,762.839,25737.7,1552.37,105824
1640,645.431,19494.7,1484.02,92881.5
1641,629.591,19017,1313.73,75880.9
1642,608.403,17154.2,1584.99,100589
1643,745.693,22921.8,1278.09,76205.4
1644,716.197,23437.7,1422.63,91033.2
1645,902.453,31464.1,1561.23,112525
1646,664.376,21339.4,1600.83,106197
1647,798.637,26539.6,1313.73,83092.9
1648,715.227,23016.4,1504.8,98493.4
1649,737.503,24877,1515.69,101520
1650,630.199,17629.3,1764.18,118466
1651,742.818,23341.3,1622.61,110171
1652,855.914,29613.9,1363.23,91231.2
1653,577.41,15460.5,1678.05,107945
1654,800.867,28635.7,1131.57,67146.4
1655,699.387,22369,1416.69,89224.7
1656,574.554,16866.4,1298.88,71940.2
1657,934.044,33353.9,1471.14,105161
1658,643.013,18839,1513.74,95101.3
1659,747.394,23868,1612.71,109647
1660,743.851,23632.2,1362.17,85056.9
1661,734.661,23792.2,1681.02,116865
1662,746.909,24717.1,1646.37,114091
1663,773.527,27465.9,1648.47,116789
1664,721.514,23908.7,1498.88,98874.5
1665,734.795,23497.7,1517.7,100109
1666,690.943,22077.7,1721.61,118797
1667,599.776,16412.9,1375.11,79015.2
1668,877.251,31951.2,1173.15,74523.5
1669,684.969,21472.2,1201.86,67040.4
1670,774.83,26222.9,1427.58,94050.7
1671,787.076,27596,1302.84,83149.2
1672,771.464,26627.2,1421.57,93782
1673,785.243,27184.9,1623.6,114082
1674,733.885,25811.2,1586.06,109209
1675,805.697,27537.1,1380.99,90977
1676,721.177,22600.6,1293.93,77443.9
1677,792.708,26910,1541.43,106115
1678,704.935,23130.2,1352.34,83634.2
1679,780.815,26217,1455.3,96690.6
1680,822.594,27954.3,1107.81,64670.4
1681,705.359,23201.5,1317.69,80351.9
1682,737.207,24994.5,1534.5,103544
1683,768.571,26228.9,1177.9,69431.2
1684,804.343,26278.5,1292.82,80921.3
1685,720.399,23472,1512.72,99719.3
1686,879.6,31707.5,1531.53,109686
1687,699.026,21945.3,1142.46,61936.6
1688,849.295,31009.5,1345.33,90758.7
1689,764.629,24412.8,1297.89,79472.9
1690,706.369,21336.7,1450.35,91599.3
1691,733.355,23423.6,1308.67,79765.5
1692,667.278,20646.7,1480.05,93620.4
1693,717.984,24253.8,1404.77,89802.2
1694,733.533,23606.6,1071.63,56619.9
1695,652.188,18966.4,1576.08,101425
1696,726.262,21722.2,1429.56,89916.9
1697,814.05,30078.2,1527.61,107593
1698,794.5,26667.6,1601.82,111607
1699,696.532,22178.8,1847.34,130962
1700,828.962,29795.7,1444.39,99359.9
1701,764.944,25908.6,1681.02,118551
1702,711.877,23627.5,1498.88,98068.5
1703,582.78,16967.9,1705.77,112076
1704,736.545,24314.9,1668.15,115590
1705,578.72,18110.2,1535.49,96575.3
1706,658.541,20690.2,1796.85,124714
1707,678.045,21874.5,1357.21,82767
1708,842.7,28487.1,1234.37,77376.2
1709,738.367,25671.1,1403.73,91004
1710,683.654,21773.9,1568.16,103430
1711,755.52,23172.2,1433.52,91677.2
1712,776.47,26517.7,1323.63,84325.2
1713,812.908,29270,1402.83,94933.1
1714,627.579,20214.6,1557.27,100764
1715,688.307,20960.8,1224.63,68960
1716,620.795,18209.6,1173.15,61187.5
1717,728.669,23180.6,1638.45,111734
1718,573.803,15728.7,1464.21,86850
1719,723.995,23031.4,1468.17,94846.1
1720,744.494,25357.1,1638.45,113694
1721,598.487,17771,1475.1,90269.3
1722,770.169,26625.7,1582.02,109404
1723,846.83,30704.4,1376.1,93630.4
1724,742.243,25456,1432.53,93964.1
1725,724.583,22295.3,1443.42,91565.9
1726,712.394,24674.8,1357.29,85400.2
1727,673.856,22286.4,1609.74,108198
1728,664.391,20701,1290.96,74958.1
1729,716.715,23335.4,1405.8,88964.5
1730,716.206,22982.4,1513.71,99292.2
1731,690.341,21674,1379.07,85045.8
1732,788.431,28456,1440.43,97303.6
1733,837.18,28529.1,1670.13,120145
1734,732.029,23517.4,1444.41,92863
1735,753.742,25483.6,1217.7,72798.4
1736,767.673,25947.9,1364.22,87562.4
1737,757.127,25648.6,1639.44,114081
1738,705.754,21709.2,1474.11,94190.3
1739,803.243,27169.1,1496.88,101898
1740,947.718,35325.3,1299.75,90582.2
1741,646.43,18523.9,1392.93,82941.8
1742,731.403,22515,1291.95,77107.3
1743,719.724,22843.8,1722.6,119892
1744,770.59,26646,1844.37,135061
1745,850.468,30576,1685.97,123501
1746,717.4,24101.9,1496.9,98736.5
1747,792.55,27056.9,1614.69,113086
1748,685.587,22014.4,1584.99,105481
1749,748.681,24295.5,1409.72,90171.8
1750,853.144,29918.4,1684.98,123146
1751,683.247,20843.6,1532.52,99156.5
1752,694.971,24124.3,1382.04,87821.3
1753,706.791,21285.1,1370.16,83533.4
1754,783.192,27920.2,1356.22,88917.8
1755,717.692,22394.5,1461.24,93492.9
1756,759.391,24374.1,1211.76,71238.2
1757,728.034,22885.7,1757.25,123083
1758,779.161,27123.6,1623.6,114170
1759,875.48,32621,1453.31,102689
1760,815.111,29446.6,1621.72,116141
1761,688.183,20518,1587.96,104155
1762,833.343,30278.2,1683.99,123134
1763,764.472,25837.6,1317.69,82925.9
1764,847.88,31165.1,1466.19,102678
1765,653.268,19954.9,1528.56,97658.7
1766,755.991,23641.8,1475.1,96215.3
1767,792.211,27413.2,1233.54,76230.2
1768,708.405,21210.3,1419.66,88482
1769,781.799,25973.1,1455.3,96546.6
1770,839.429,29700.5,1381.98,92950.1
1771,840.491,28175.5,1331.36,86430.6
1772,758.65,24828.9,1841.4,133145
1773,646.733,21347.2,1169.19,63817.8
1774,698.604,23415.6,1509.8,99188.4
1775,646.481,19950.6,1345.41,79831.9
1776,637.637,18764.3,1405.8,84360.5
1777,807.119,28378.1,1745.37,127337
1778,663.133,20523.9,1419.66,87722
1779,680.229,19078.3,1553.31,99138
1780,743.034,24821.4,1364.22,86490.4
1781,777.017,26079.4,1310.65,82089.9
1782,771.643,25332.3,1339.47,84346.7
1783,755.013,26151.6,1592.99,110335
1784,615.115,19743.2,1524.6,96956.8
1785,818.292,29196.8,1445.4,98856
1786,752.188,26466.9,1164.61,68213.7
1787,874.483,33091.9,1246.26,83002.2
1788,603.001,16975.1,1611.72,102934
1789,770.8,25339.2,1438.47,94372.6
1790,730.829,22795.9,1353.25,83382.2
1791,760.025,27222,1381.92,90439
1792,695.326,22833.1,1389.96,87100.4
1793,737.97,23199.6,1426.59,90847.6
1794,710.605,22952.2,1454.31,93401.6
1795,824.745,28862.9,1501.83,104054
1796,658.988,22164.6,1370.16,84513.4
1797,764.493,26326.5,1280.07,79822
1798,874.381,31205.8,1833.72,138970
1799,783.045,25676.3,1491.93,99728.5
1800,915.62,33169.9,1483.02,106475
1801,901.877,33238.5,1366.2,94954.7
1802,652.768,20346.2,1514.73,96632.2
1803,705.961,24421.4,1578.06,107143
1804,679.261,22934.6,1232.06,71270.8
1805,686.699,20544.4,1318.68,77631.1
1806,645.362,19694.7,1384.02,83247.6
1807,704.613,22441.1,1545.44,101672
1808,651.558,20689,1318.68,77833.1
1809,674.549,20829.5,1598.85,105533
1810,805.867,28838.9,1296.78,83826.4
1811,758.936,24883.3,1426.59,92515.6
1812,692.258,21415.4,1422.63,88677.2
1813,670.097,19995.9,1390.95,84435.6
1814,771.13,24951.1,1374.12,87528.1
1815,778.48,26769.6,1348.3,86634.3
1816,768.397,26649.3,1683,119653
1817,789.889,29005.8,1582.09,112017
1818,731.667,23516.4,1539.45,102561
1819,770.505,24627,1304.82,80411.7
1820,745.365,23834.5,1467.18,95627.1
1821,704.675,23543.6,1536.48,101980
1822,691.672,22087.6,1534.5,100442
1823,723.635,23763.5,1700.82,118248
1824,778.124,25179.8,1477.08,97927.4
1825,773.545,26302.6,1335.51,85061.9
1826,825.312,28274.8,1266.07,80536.6
1827,609.7,16976.7,1586.97,100340
1828,782.76,25155.2,1229.42,73339.4
1829,841.675,29620.8,1402.78,94944
1830,770.333,27336.6,1581.03,109805
1831,700.633,22821.4,1354.32,83532.6
1832,796.06,25670.7,1365.21,87561.6
1833,775.131,26812.4,1351.35,87187.1
1834,778.253,26929.9,1388.97,91133.3
1835,831.029,31156.8,1405.8,96952.5
1836,759.904,24398.5,1470.15,96256.2
1837,706.152,22053.7,1229.42,70243.4
1838,737.887,24153.6,1258.29,75277.4
1839,769.711,25083.4,1544.4,104338
1840,867.367,31590,1231.4,79736.1
1841,770.307,24202.7,1496.88,98611.5
1842,770.889,26005,1822.59,132673
1843,708.636,24064.2,1550.34,104033
1844,879.941,29579.5,1792.89,133147
1845,801.993,27519.7,1393.87,92187.8
1846,932.81,35593.6,1589.94,119563
1847,723.752,22441.6,1585.98,105824
1848,852.366,29725.7,1532.56,107842
1849,781.897,27592,1634.6,115732
1850,819.225,28852.8,1534.54,107149
1851,633.565,19817,1449.36,90026.3
1852,727.167,23176.6,1485,96665.5
1853,795.683,27796.4,1222.48,75481.9
1854,642.929,19842,1457.28,90608.7
1855,769.979,27133.7,1268.19,79080.5
1856,803.407,28697.2,1798.83,133021
1857,721.294,24783,1372.14,87127.7
1858,728.369,25232.3,1349.29,85349.5
1859,669.065,21309.6,1523.61,98521.9
1860,717.729,23784.5,1327.49,81968.9
1861,730.279,24257.4,1238.49,73548.9
1862,806.593,27037.3,1485,100630
1863,816.805,26416.2,1590.93,110386
1864,797.741,27348.6,1485,101044
1865,751.074,22800.4,1569.15,104249
1866,781.529,24875.9,1553.37,105287
1867,791.959,26584.4,1668.15,117966
1868,824.231,29315.7,1649.34,119173
1869,785.134,28510.9,1410.71,94812.9
1870,795.936,26043.6,1606.86,111409
1871,724.048,25170.5,1482.03,98252.5
1872,680.381,21680,1463.22,92985
1873,689.112,21605.1,1286.88,75647.7
1874,729.375,24439.4,1625.58,111840
1875,833.379,29685.8,1455.3,100479
1876,720.892,24326.6,1332.35,82673.8
1877,800.616,28642.8,1486.99,102147
1878,633.165,19337,1534.5,97672.3
1879,900.333,32667.6,1558.26,113117
1880,703.188,21522,1419.66,88644
1881,671.027,23044.4,1469.16,94922.1
1882,647.714,21029.5,1355.15,81571.4
1883,717.7,24732.9,1504.8,100251
1884,678.286,20338.9,1493.91,94474.5
1885,717.409,23299,1476.09,95745.3
1886,635.757,18810.9,1566.18,100564
1887,714.918,22460.3,1555.29,102928
1888,871.423,31391.6,1252.35,81803.5
1889,599.283,16346.3,1325.61,74039.7
1890,671.185,20101.4,1285.02,74016.4
1891,807.849,27788.3,1281.92,81467.3
1892,845.857,29204.6,1560.3,110002
1893,753.633,26292,1315.71,83301.4
1894,841.283,28841.3,1475.1,101327
1895,680.266,21853.9,1500.86,96832.5
1896,856.369,29837.4,1643.4,118506
1897,689.705,21269.9,1480.05,94198.4
1898,690.305,22399.3,1460.25,93669.8
1899,764.307,25482.7,1347.39,85474.3
1900,759.436,24560.1,1339.38,83657.5
1901,826.432,29456,1331.46,87737.8
1902,660.572,20341.7,1280.93,73666
1903,726.099,25503.7,1748.34,124933
1904,821.284,27662.9,1162.26,69551.7
1905,728.119,24388.3,1564.2,105850
1906,775.11,26400.8,1596.95,110702
1907,1006.65,37557,1388.97,101567
1908,796.493,27475.1,1790.91,131018
1909,749.23,25094.5,1439.46,94401.6
1910,918.663,34037.5,1250.91,84044.2
1911,732.654,23553.9,1571.13,105548
1912,753.069,27763.5,1314.72,84442.2
1913,840.705,28470.2,1456.29,99019.7
1914,779.396,24858.7,1622.61,111575
1915,856.566,30608.7,1810.71,136100
1916,772.241,28723.3,1434.51,97124.3
1917,663.016,21103.7,1440.45,90274.7
1918,798.903,26715.8,1516.68,103307
1919,683.574,22053.4,1383.03,85370.4
1920,642.105,17764.3,1567.17,99218.8
1921,643.609,19406.1,1804.77,124017
1922,647.95,19620.5,1355.23,80570.6
1923,769.865,25074.3,1331.55,83273
1924,664.159,19615.3,1530.54,97612.6
1925,659.655,20853.7,1487.97,94760.5
1926,686.764,20541.7,1538.46,99524.1
1927,794.231,27304.1,1619.74,113732
1928,871.057,30233.8,1471.14,102399
1929,794.308,27484.8,1605.87,112612
1930,654.569,20352.5,1514.7,96887.2
1931,644.623,20827.6,1752.3,120340
1932,834.009,29978.6,1533.51,108111
1933,601.536,18332.4,1310.54,74520.7
1934,769.341,27309.8,1505.79,102966
1935,772.105,24481.4,1441.44,93981.8
1936,775.933,27060.6,1280.93,80702
1937,803.18,27079.2,1559.31,107623
1938,814.336,27075.3,1638.56,115479
1939,700.482,23177.8,1713.69,119107
1940,696.555,22874.4,1359.27,84026.5
1941,709.364,24119.4,1289.85,78457.5
1942,854.89,31138.4,1495.91,105552
1943,726.755,23164.7,1570.14,104905
1944,837.97,28890.1,1604.88,113955
1945,903.846,31297.4,1373.13,93978.9
1946,742.73,26079.4,1583.09,109066
1947,756.204,24370.6,1584,107484
1948,782.649,27073,1420.65,94241
1949,666.431,21255.9,1211.59,67758.8
1950,839.925,31321.1,1769.13,132515
1951,832.579,28361.9,1489.96,102400
1952,854.222,29693.4,1664.19,121083
1953,814.544,27739.3,1490.94,101868
1954,665.019,21871.8,1469.16,93663.2
1955,829.661,29466.2,1485,103174
1956,816.847,28297.9,1377.09,91141.5
1957,725.787,23873.1,1517.67,100546
1958,757.227,26362.5,1658.25,116806
1959,749.997,25177.5,1597.86,109812
1960,653.881,19807.7,1556.28,100135
1961,838.113,28640.2,1383.03,92072.4
1962,743.518,24294.1,1562.22,105662
1963,695.602,22777.5,1306.8,78684.2
1964,814.449,27929.1,1231.56,76433.5
1965,852.434,30255,1462.22,101409
1966,639.674,19034.1,1546.38,98355.6
1967,756.357,25583.8,1558.26,106159
1968,752.979,23788.4,1573.11,106058
1969,742.916,23644.6,1536.48,102366
1970,717.337,23343.5,1327.49,81490.9
1971,628.303,19936.5,1325.61,77719.7
1972,700.707,22691.1,1476.09,95282.4
1973,802.261,28160.7,1467.18,99831.1
1974,787.484,26553.4,1545.39,105737
1975,790.757,26420.1,1185.03,70168.6
1976,936.372,32199.1,1388.97,96385.3
1977,840.14,27810.5,1486.98,101452
1978,813.279,29816,1572.12,111957
1979,668.026,19175.4,1500.84,93977.5
1980,740.177,24394.8,1594.89,108657
1981,777.378,27543.6,1549.35,107318
1982,724.389,22833.2,1548.36,102739
1983,701.713,23447.3,1360.26,84487.7
1984,729.547,23037.5,1395.9,87715.2
1985,721.289,23409,1514.73,99796.2
1986,707.701,23334.1,1547.37,103006
1987,736.767,23151.6,1512.72,99389.3
1988,791.194,25140.6,1282.05,78472.6
1989,725.153,23838.2,1410.75,90156
1990,830.287,28877.1,1369.1,90965.1
1991,730.057,23727.3,1301.74,79040.7
1992,772.91,25555.9,1404.77,91104.2
1993,855.305,29535,1229.58,77960.8
1994,831.555,27702.3,1353.33,88337.4
1995,676.377,20617,1736.46,118781
1996,692.429,22864.6,1499.85,97686.5
1997,726.067,23290.2,1605.87,108382
1998,844.963,30728.6,1408.77,96851.8
1999,722.465,22937.5,1522.62,100131
2000,775.685,25912.5,1446.37,95792
2001,789.598,26701.9,1482.03,99996.5
2002,562.438,16384.7,1453.32,86840.5
2003,866.452,30610.3,1379.07,93481.8
2004,817.163,29638,1458.26,100185
2005,736.141,23399.7,1164.24,65202.6
2006,729.287,23098.5,1759.23,123432
2007,774.675,25539.1,1394.91,90252.1
2008,724.448,23566.7,1503.81,99236.5
2009,641.689,18601.6,1485.99,92422.5
2010,677.378,21683.9,1607.76,107235
2011,752.965,28032.6,1342.44,87512.3
2012,679.032,20759.2,1493.91,95216.5
2013,715.262,23509.3,1452.33,93813.4
2014,641.689,18909.1,1357.29,79858.2
2015,738.175,22764.8,1334.52,81504.7
2016,717.914,23968.9,1473.12,96283.3
2017,799.473,27157,1300.86,82692.7
2018,705.543,21911.1,1503.81,97132.5
2019,765.505,25406.1,1511.73,101780
2020,743.307,24099,1318.68,80971.1
2021,715.978,21807.9,1274.13,74614.3
2022,846.964,29784.4,1855.52,139386
2023,751.283,26507.2,1664.19,117617
2024,698.081,22181.9,1845.36,130813
2025,644.103,18472.9,1655.28,108628
2026,772.778,24534.8,1416.69,91376.7
2027,735.057,24615.6,1544.4,103800
2028,886.165,33281.6,2007.72,158066
2029,773.913,26471.9,1618.65,113284
2030,776.962,25423.6,1328.58,83761.4
2031,712.882,20643.6,1558.26,101203
2032,842.339,28740.8,1354.24,89353.4
2033,745.443,26235.3,1438.42,95122.4
2034,734.607,23080.9,1239.32,72372.9
2035,789.357,28591.6,1406.79,94323.6
2036,746.083,23547.8,1440.45,92984.7
2037,790.272,27280.8,1662.21,117859
2038,883.653,31221.6,1358.2,92186.2
2039,830.739,28473.9,1258.29,79947.4
2040,713.708,23973.3,1645.38,113334
2041,915.425,33184,1214.56,79925
2042,638.545,18279.2,1540.44,97216
2043,791.631,26874.4,1486,100090
2044,689.513,20426.4,1425.6,88108.5
2045,791.977,26370,1795.86,130141
2046,676.493,22894.2,1565.25,104270
2047,656.955,17284.4,1685.97,110359
2048,749.171,25852.2,1208.61,72048.7
2049,702.057,21627.8,1275.12,74507.6
2050,831.372,27622.4,1346.4,87679.1
2051,716.238,23268.9,1618.65,109862
2052,730.408,23299.1,1545.44,102520
2053,702.567,24447.2,1453.32,94942.5
2054,732.099,24515.8,1345.41,84239.9
2055,802.748,28063.2,1591.92,111983
2056,835.494,30039.3,1170.97,72847.2
2057,740.488,24053.2,1705.93,118813
2058,724.877,24440.1,1595.88,109070
2059,823.955,28527.4,1684.98,121206
2060,833.291,29656.9,1620.73,116235
